time_s,total_queue,vip_queue,phase
12.823,2,0,NS
12.84,2,0,NS
12.857,2,0,NS
12.874,2,0,NS
12.891,2,0,NS
12.909,2,0,NS
12.926,2,0,NS
12.943,2,0,NS
12.96,2,0,NS
12.977,2,0,NS
12.994,2,0,NS
13.011,2,0,NS
13.028,2,0,EW
13.045,1,0,EW
13.062,1,0,EW
13.079,1,0,EW
13.096,1,0,EW
13.113,1,0,EW
13.13,1,0,EW
13.147,1,0,EW
13.164,1,0,EW
13.181,2,0,EW
13.198,2,0,EW
13.215,2,0,EW
13.232,2,0,EW
13.249,2,0,EW
13.266,2,0,EW
13.283,2,0,EW
13.3,2,0,EW
13.317,2,0,EW
13.334,2,0,EW
13.351,2,0,EW
13.368,1,0,EW
13.385,1,0,EW
13.402,1,0,EW
13.419,1,0,EW
13.436,1,0,EW
13.453,1,0,EW
13.47,1,0,EW
13.487,1,0,EW
13.504,1,0,EW
13.521,1,0,EW
13.538,1,0,EW
13.555,1,0,EW
13.571,1,0,EW
13.588,1,0,EW
13.605,1,0,EW
13.622,1,0,EW
13.639,1,0,EW
13.656,1,0,EW
13.673,1,0,EW
13.69,1,0,EW
13.708,1,0,EW
13.725,1,0,EW
13.742,1,0,EW
13.759,1,0,EW
13.776,1,0,EW
13.792,1,0,EW
13.81,1,0,EW
13.827,1,0,EW
13.843,1,0,EW
13.86,1,0,EW
13.876,1,0,EW
13.893,1,0,EW
13.91,0,0,EW
13.927,0,0,EW
13.944,0,0,EW
13.961,0,0,EW
13.978,0,0,EW
13.995,0,0,EW
14.012,0,0,EW
14.029,0,0,EW
14.046,0,0,EW
14.063,0,0,EW
14.08,0,0,EW
14.097,0,0,EW
14.114,0,0,EW
14.131,0,0,EW
14.148,0,0,EW
14.165,0,0,EW
14.182,0,0,EW
14.199,0,0,EW
14.216,0,0,EW
14.233,0,0,EW
14.25,0,0,EW
14.267,0,0,EW
14.284,0,0,EW
14.301,0,0,EW
14.318,0,0,EW
14.335,0,0,EW
14.352,0,0,EW
14.369,0,0,EW
14.386,0,0,EW
14.403,0,0,EW
14.421,0,0,EW
14.438,0,0,EW
14.455,0,0,EW
14.472,0,0,EW
14.489,0,0,EW
14.506,0,0,EW
14.523,0,0,EW
14.54,0,0,EW
14.557,0,0,EW
14.574,0,0,EW
14.591,0,0,EW
14.608,0,0,EW
14.625,0,0,EW
14.641,0,0,EW
14.658,0,0,EW
14.675,0,0,EW
14.692,0,0,EW
14.709,0,0,EW
14.726,0,0,EW
14.743,0,0,EW
